label,ID,中成药名,汉语拼音,成份,功能主治,所属类别,有效期,批准文号,孕妇及哺乳期妇女用药,贮藏,委托方企业,不良反应,用法用量,禁忌,包装,儿童用药,药物过量,规格,执行标准,临床试验,药物相互作用,注意事项,生产地址,警示语,生产企业,老年患者用药
medicine,470,参芪降糖胶囊,ShenQiJiangTangJiaoNang,人参茎叶皂苷、五味子、黄芪、山药、地黄、覆盆子、麦冬、茯苓、天花粉、泽泻、枸杞子。,益气养阴，滋脾补肾。主治消渴症，用于Ⅱ型糖尿病。,中成药>>内科用药>>扶正剂>>益气养阴,24个月,国药准字Z10980085,,密封。,,,口服。一次3粒，一日3次；一个月为一个疗程，效果不显著或治疗前症状较重者，每次用量可达8粒，一日3次。,,铝塑包装。0.35g*12粒*3板/盒。,,,每粒装0.35g。,WS3-060（Z-060）-2002（Z）,,,有实热症者禁用，待实热症退后可服用。,,,五0五药业有限公司【企业名称】五0五药业有限公司,
medicine,471,参芪降糖胶囊,ShenQiJiangTangJiaoNang,人参茎叶皂苷、五味子、黄芪、山药、地黄、覆盆子、麦冬、茯苓、天花粉、泽泻、枸杞子。,益气养阴，滋脾补肾。主治消渴症，用于Ⅱ型糖尿病。,中成药>>内科用药>>扶正剂>>益气养阴,24 个月。,国药准字 Z10970002,,密封。,,,口服，一次 3 粒，一日 3 次；一个月为一个疗程，效果不显著或治疗前症状较重者，每次用量可达 8 粒，一日 3 次。,,高密度聚乙烯固体药用塑料瓶每盒装36粒；,,,每粒装 0.35g,,,,"有实热症者禁用, 待实热症退后可服用。",,,河南羚锐制药股份有限公司【企业名称】河南羚锐制药股份有限公司【地址】河南省新县向阳路232号【邮编】464000【省份/国家】河南省【电话】400 6376016【传真】0376-6601812【主页】www.lingrui.com,
medicine,472,参芪降糖颗粒,ShenQiJiangTangKeLi,参芪降糖成方人参(茎叶)皂苷、五味子、黄芪、山药、地黄、覆盆子、麦冬、茯苓、天花粉、泽泻、枸杞子。,益气养阴，滋脾补肾。主治消渴症，用于Ⅱ型糖尿病。,中成药>>内科用药>>扶正剂>>益气养阴,48 个月,国药准字 Z10950075,,密封，防潮，于阴凉(不超过 20 ℃ )干燥处保存。,鲁南厚普制药有限公司【企业名称】鲁南厚普制药有限公司【地址】山东省临沂市银雀山路239号【邮编】276006【省份/国家】山东省【电话】（0539）8336336（销售部） 8336337（质管部）【传真】（0539）8336029（销售部） 8336338（质管部）【主页】www.LUNAN.com.cn,,口服。一次 1 克，一日 3 次，一个月为一个疗程。效果不显著或治疗前症状较重者，每次用量可达 3 克，一日 3 次。,,铝塑复合袋。10 袋盒，21 袋盒。,,,每袋重 3 克,国家食品药品监督管理局药品标准YBZ14962009,,,"有实热症者禁用, 待实热症退后可以用。",,,鲁南厚普制药有限公司【企业名称】鲁南厚普制药有限公司【地址】山东省临沂市银雀山路239号【邮编】276006【省份/国家】山东省【电话】（0539）8336336（销售部） 8336337（质管部）【传真】（0539）8336029（销售部） 8336338（质管部）【主页】www.LUNAN.com.cn,
medicine,473,参芪降糖片,ShenQiJiangTangPian,人参茎叶总皂苷、黄芪、地黄、山药、天花粉、覆盆子、麦冬、五味子、枸杞、泽泻、茯苓。,益气滋阴补肾。主治气阴不足肾虚消渴，用于2型糖尿病。,中成药>>内科用药>>扶正剂>>益气养阴,36个月,国药准字 Z10920045,,密封。,,,口服。一次3片，一日3次，一个月为一个疗程，效果不显著或治疗前症状较重者，每次用量可达8片，一日3次。,实热证者禁用。,塑料瓶装，每瓶45片。,,,每片重0.35g,,,,,,,广东万年青制药股份有限公司【企业名称】广东万年青制药股份有限公司【地址】广东省汕头市金园工业城潮阳路16片区08号,
medicine,474,参芪消渴颗粒,ShenQiXiaoKeKeLi,人参、黄芪、山药、白术、五味子、麦冬、玉竹、熟地黄、牛膝、茯苓、泽泻、牛蒡子、僵蚕。,益气养阴。用于消渴症的口渴、多饮、多尿，精神不振，头昏(2 型糖尿病)。,中成药>>内科用药>>扶正剂>>益气养阴,18 个月,国药准字 Z20093022,,密封。,,,开水冲服。一次 1～2 袋，一日 3 次。,,铝塑复合膜袋。10 袋盒。,,,12g,,,,,,,安徽仁和药业有限公司【企业名称】安徽仁和药业有限公司【地址】阜阳经济技术开发区新阳大道27号【省份/国家】安徽省,
medicine,475,参芪消渴颗粒,ShenQiXiaoKeKeLi,人参、黄芪、白术、山药、玉竹、熟地黄、麦冬、牛膝、茯苓、泽泻等13味。,益气养阴。用于消渴症的口渴、多饮、多尿，精神不振，头昏（Ⅱ型糖尿病）。,中成药>>内科用药>>扶正剂>>益气养阴,暂定1.5年,,,密封。,,,开水冲服，一次1～2袋，一日3次。,,药用复合膜袋。12袋/盒。,,,每袋装12g,,,,,,,西安灵丹制药有限责任公司【企业名称】西安灵丹制药有限责任公司【地址】西安市高新路33号新汇大厦A座1001号【邮编】710075【省份/国家】陕西省【电话】029-88322286【传真】029-88326938【主页】www.lingdan618.com,
medicine,476,参芪消渴颗粒,ShenQiXiaoKeKeLi,人参、黄芪、白术、山药、玉竹、熟地黄、麦冬、牛膝、茯苓、泽泻、五味子、牛蒡子、僵蚕。,益气养阴。用于消渴症的口渴、多饮、多尿，精神不振，头昏(Ⅱ型糖尿病)。,中成药>>内科用药>>扶正剂>>益气养阴,暂定 1.5 年。,国药准字 Z20063428,,密封。,,,开水冲服。一次 1～2 袋，一日 3 次。,,复合膜。10 袋盒。,,,12g,,,,,,,陕西诚信制药有限公司【企业名称】陕西诚信制药有限公司【地址】渭南市澄城县县城西关庙后二巷29号【省份/国家】陕西省,
medicine,477,参芪消渴颗粒,ShenQiXiaoKeKeLi,人参、黄芪、白术、山药、玉竹、熟地黄、麦冬、牛膝、茯苓、泽泻等13味。,益气养阴。用于消渴症的口渴、多饮、多尿，精神不振，头昏（2型糖尿病）,中成药>>内科用药>>扶正剂>>益气养阴,一年半,,,密封。,,,开水冲服，一次1~2袋，一日3次。,,药用铝塑复合袋，每盒装10袋。,,,每袋装12g,,,,,,,鸿宇集团大连药业股份有限公司【企业名称】鸿宇集团大连药业股份有限公司【地址】大连市高新园区双D港生命2路39号【省份/国家】辽宁省,
medicine,480,十八味诃子利尿丸,ShiBaWeiHeZiLiNiaoWan,诃子、红花、豆蔻、渣驯膏、山矾叶、紫草茸、藏茜草、余甘子、姜黄、小檗皮、蒺藜、金礞石、刺柏膏、小伞虎耳草、巴夏嘎、刀豆、熊胆粉、人工牛黄。,益肾固精，利尿。用于肾病，腰肾疼痛，尿频，小便混浊，糖尿病，遗精。,中成药>>其他,48 个月,国药准字 Z20043806,,密闭，置阴凉干燥处(不超过 20 ℃ ),,,一次 2-3 丸，一日 2 次。,,铝塑板;6 丸板 × 2 板盒,,,每丸重 0.5 g.,,,,,,,甘肃佛阁藏药有限公司【企业名称】甘肃佛阁藏药有限公司【地址】甘肃省合作市人民西街398号【省份/国家】甘肃省,
medicine,481,十八味诃子利尿丸,ShiBaWeiHeZiLiNiaoWan,诃子（去核）、红花、豆蔻、渣驯膏、山矾叶、紫草茸、藏茜草、余甘子、姜黄、小檗皮、蒺藜、金礞石、刺柏膏、小伞虎耳草、巴夏嘎、刀豆、熊胆、人工牛黄。,益肾固精，利尿。用于肾病，腰肾疼痛，尿频、小便混浊，糖尿病，遗精。,中成药>>其他,42 个月。,国药准字 Z54020076,,密闭，置阴凉干燥处。,,,口服。一次 2-3 丸，一日 2 次，研碎后服用。,,PVC 板。12 丸盒。,,,每丸重 0.5 克。,,,,,,,西藏甘露藏药股份有限公司【企业名称】西藏甘露藏药股份有限公司,
medicine,482,十八味诃子利尿丸,ShiBaWeiHeZiLiNiaoWan,诃子、红花、豆蔻、渣驯膏、山矾叶、紫草茸、藏茜草、余甘子、姜黄、小檗皮、蒺藜、金礞石、刺柏膏、小伞虎耳草、巴夏嘎、刀豆、人工熊胆、人工牛黄。,益肾固精，利尿。用于肾病、腰肾疼痛，尿频，小便混浊，糖尿病，遗精。,中成药>>其他,48 个月。,国药准字 Z63020254,,密闭，置阴凉干燥处。,,,口服。一次 2-3 丸，一日 2 次。,,固体药用塑料球壳  0.5 g × 3 丸 × 10 塑盒盒；,,,每丸重 0.5 g。,,,,,,,青海柴达木高科技药业有限公司【企业名称】青海柴达木高科技药业有限公司【地址】青海省德令哈市德新西路2号【省份/国家】青海省,
medicine,483,十味玉泉胶囊,ShiWeiYuQuanJiaoNang,天花粉、葛根、麦冬、人参、黄芪、地黄、五味子、甘草、乌梅、茯苓。,益气养阴，清热生津。用于气阴两虚之消渴病。症见：气短乏力，口渴喜饮，易饥烦热。可作为Ⅱ型糖尿病辅助治疗药。,中成药>>内科用药>>扶正剂>>益气养阴,36个月。,国药准字Z20020091,,密封。,河北华仁堂药业有限公司【企业名称】河北华仁堂药业有限公司【地址】河北省赤城工业开发区【省份/国家】河北省,个别病人用药后出现胃部不适，恶心，停药后可缓解。,口服。一次4粒，一日4次。,,铝塑板，每板12粒，每盒4板。,,,每粒装0.5克。,部颁新药标准转正第十五册，标准号-WS3-213(Z-036)-97(Z)。,,,,,,保定中药制药股份有限公司【企业名称】保定中药制药股份有限公司,
medicine,484,十味玉泉片,ShiWeiYuQuanPian,人参、麦冬、五味子、天花粉、地黄、黄芪、乌梅、葛根、茯苓、甘草。,生津止渴，清热除烦，养阴益气。主治气阴不足，口渴多饮，消食善饥，糖尿病属上述证候者。,中成药>>内科用药>>扶正剂>>益气养阴,24 个月,国药准字 Z20053914,,密封。置阴凉干燥处。,,,口服。一次 4 片，一日 4 次,,铝塑板。4 × 12 片/板/盒。,,,每片重 0.65g,国家药品标准：WS3-B-3173-98-2,,,,,中成药疗效及安全性未经循证医学验证，请遵医嘱谨慎使用。,陕西华西制药股份有限公司【企业名称】陕西华西制药股份有限公司【地址】宝鸡高新技术产业开发区高新大道56号【省份/国家】陕西省【主页】http://www.bjhuaxi.com,
medicine,485,双丹明目胶囊,ShuangDanMingMuJiaoNang,女贞子、墨旱莲等。,益肾养肝、活血明目。用于11型糖尿病视网膜病变单纯型，中医辨证属于肝肾阴虚、瘀血阻络证、症见视物模糊、双目干涩、头晕耳鸣、咽干口燥、五心烦热、腰膝酸软等。,中成药>>其他,18个月,国药准字Z20080062,,密封，阴凉干燥处,北京岐黄制药有限公司【企业名称】北京岐黄制药有限公司【地址】北京市平谷区平谷镇平谷南街17号【邮编】101200【省份/国家】北京【电话】010-65301728【传真】010-65934424,,口服。一次4粒，一日3次，饭后温开水送服。疗程四个月。,,每粒装0.5g,,,每粒装0.5g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,,,,北京岐黄制药有限公司【企业名称】北京岐黄制药有限公司【地址】北京市平谷区平谷镇平谷南街17号【邮编】101200【省份/国家】北京【电话】010-65301728【传真】010-65934424,
medicine,486,双瓜糖安胶囊,ShuangGuaTangAnJiaoNang,苦瓜干、南瓜干、黄芪、山药、猪胰，辅料：山梨酸钾、滑石粉。,清热生津，益气养阴。用于气阴两虚证糖尿病的辅助治疗，可改善口渴喜饮，多食易饥，小便量多，形体消瘦，倦怠乏力等症状。,中成药>>其他,24个月,国药准字B20020859,,密封，置干燥处,,,口服，一次2粒，一日3次，连服一个月。,,镀铝，12粒×2板/盒,,,每粒装0.5克,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,1．忌烟、酒及高糖饮食。2．有心脏病、肝病、肾病等慢性病严重者应在医师指导下服用。3.　肠鸣腹泻患者及感冒期间慎用。4.　儿童、孕妇、哺乳期妇女及年老体弱者应在医师指导下服用。5.　本品仅为糖尿病的辅助治疗药品，第一次使用本品前应咨询医生。6.　服药期间如出现其他不适应到医院就诊。7.　治疗期间应定期到医院进行检查。8．对本品过敏者禁用，过敏体质者慎用。9.　儿童必须在成人监护下使用。10．本品性状发生改变时禁止使用。11．请将本品放在儿童不能接触的地方。12．如正在使用其他药品，使用本品前请咨询医师或药师。,,,广西桂西制药有限公司【企业名称】广西桂西制药有限公司【地址】广西南宁市高新区工业园科德路4号【省份/国家】广西省,
medicine,505,糖乐胶囊,TangLeJiaoNang,天花粉、山药、地黄、红参须、黄芪、枸杞、茯苓、知母、泽泻、丹皮、山茱萸、麦芽。,滋阴补肾，益气润肺，生津消渴。用于糖尿病引起的多食.多饮、多尿、神疲乏力、四肢酸软等症。,中成药>>其他,1.5年。,国药准字Z20025227,,密封。,,,口服，一次4粒，一日3次。,孕妇忌服。,,,,每粒装0.3g,,,,定期复查血糖。,,,吉林省德商药业股份有限公司【企业名称】吉林省德商药业股份有限公司【地址】辉南县朝阳镇爱国街28号【邮编】135100【省份/国家】吉林省【电话】0435-8212345 8212479【传真】0435-8235535 8223465【主页】www.jlttyy.com,
medicine,506,糖乐片,TangLePian,天花粉、山药、地黄、红参须、黄芪、枸杞子、茯苓、知母、泽泻、牡丹皮、山茱萸、麦芽。,滋阴补肾，益气润肺，生津消渴。用于糖尿病引起的多食、多饮、多尿、神疲乏力、四肢酸软等症。,中成药>>其他,24个月,国药准字Z20090457,,密封，置阴凉处。,,,口服。每次4片，一日3次。,,,,未进行该项研究且暂无可靠文献参考。,每片重0.4g,,,未进行该项研究且暂无可靠文献参考。,,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,黑龙江天翼药业有限公司【企业名称】黑龙江天翼药业有限公司,
medicine,507,糖脉康胶囊,TangMaiKangJiaoNang,黄芪、地黄、赤芍、丹参、牛膝、麦冬、黄精、葛根、桑叶、黄连、淫羊藿。,养阴清热，活血化瘀，益气固肾。用于气阴两虚血瘀所致的口渴喜饮，倦怠乏力，气短懒言，自汗，盗汗，五心烦热，胸中闷痛，肢体麻木或刺痛，便秘；糖尿病Ⅱ型及并发症见上述症候者。,中成药>>内科用药>>扶正剂>>益气养阴,24个月,,,,,,口服，一日3次，一次3-5粒，饭后半小时服用，儿童酌减（遵医嘱）。,孕妇禁服。,,,,每粒装0.5g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,忌酒，忌食辛辣刺激性食物。孕妇禁服。,,,四川宝鉴堂药业有限公司【企业名称】四川宝鉴堂药业有限公司,
medicine,508,糖脉康颗粒,TangMaiKangKeLi,黄芪、生地黄、赤芍、丹参、牛膝、麦冬、黄精等。,养阴清热，活血化瘀，益气固肾。用于气阴两虚血瘀所致的口渴喜饮，倦怠乏力，气短懒言，自汗，盗汗，五心烦热，胸中闷痛，肢体麻木或刺痛，便秘；糖尿病Ⅱ型及并发症见上述症状者。,中成药>>内科用药>>扶正剂>>益气养阴,24个月,国药准字Z10970026,,密封。,成都倍特得诺药业有限公司【企业名称】成都倍特得诺药业有限公司,,口服。一次1袋，一日3次。,,药品包装用复合膜。10袋/盒。,,,每袋装5g,国家药品标准 WS3-253(Z-243)-2000(Z),,,孕妇慎服或遵医嘱。,,,成都倍特得诺药业有限公司【企业名称】成都倍特得诺药业有限公司,
medicine,509,糖脉康片,TangMaiKangPian,黄芪、地黄、赤芍、丹参、牛膝、麦冬、葛根、桑叶、黄连、黄精、淫羊藿。,养阴清热，活血化瘀，益气固肾。用于气阴两虚血瘀所致的口渴喜饮、倦怠乏力、气短懒言、自汗、盗汗、五心烦热、胸中闷痛、肢体麻木或刺痛、便秘、糖尿病2型及并发症见上述症候者。,中成药>>内科用药>>扶正剂>>益气养阴,24个月。,国药准字Z20090576,,密封（10～30℃）,,,口服。一次5片，一日3次。,,口服固体药用高密度聚乙烯瓶。60片、瓶。1瓶/盒；90片/瓶，1瓶/盒。,,,每片重0.6g,《中国药典》2015年版一部,,,孕妇慎服或遵医嘱。,,,四川宝鉴堂药业有限公司【企业名称】四川宝鉴堂药业有限公司,
medicine,510,糖尿灵片,TangNiaoLingPian,生地黄、天花粉、葛根、麦冬、五味子、南瓜粉、甘草、糯米(炒黄）。,养阴滋肾，生津止渴，清热除烦，降低尿糖。用于轻中型糖尿病。,中成药>>其他,36 个月。,国药准字 Z20013034,,密封。,,,口服，一次 4~6 片，一日 3 次。,,塑料瓶装，每瓶装 100 片。,,,每片重 0.3 g。,,,,忌食糖类食物。,,,宁波立华制药有限公司【企业名称】宁波立华制药有限公司【地址】宁波市高桥工业园区【邮编】315174【省份/国家】浙江省【电话】0574-88046999【传真】0574-88046000【主页】http://www.lansen.com.cn,
medicine,511,糖尿灵片,TangNiaoLingPian,天花粉、葛根、生地黄、麦冬、五味子、甘草、糯米(炒黄)、南瓜粉。,"养阴滋肾，生津止渴,清热除烦,降低尿糖。用于轻中型糖尿病。",中成药>>其他,36 个月。,国药准字 Z14020593,,密封。,,,口服，一次 4～6 片，一日 3 次。,,铝塑12 片 × 3 板,,,每片重 0.3g,,,,忌食糖类食物。,,,山西仁源堂药业有限公司【企业名称】山西仁源堂药业有限公司【地址】山西省太原市杏花岭区仁源路188号【省份/国家】山西省,
medicine,512,糖尿灵片,TangNiaoLingPian,天花粉，葛根，生地黄，麦冬，五味子，甘草，糯米(炒黄)，南瓜粉。,养阴滋肾，生津止渴，清热除烦，降低尿糖用于轻中型糖尿病。,中成药>>其他,24  月,国药准字Z20003107,,密封，置阴凉处。,江西康恩贝天施康药业有限公司【企业名称】江西康恩贝天施康药业有限公司,,口服，一次4～6片，一日3次。,,12s*5板/盒。,,,12s*5板,,,如与其他药物同时使用可能会发生药物相互作用，详情其咨询医师或药师。,忌食糖类食物。,,,江西康恩贝天施康药业有限公司【企业名称】江西康恩贝天施康药业有限公司,
medicine,513,糖维胶囊,TangWeiJiaoNang,黄芪、西洋参、黄精、天花粉、葛根、黄连、丹参、格列本脲。,益气养阴，化瘀降糖。用于气阴两虚夹瘀型2型糖尿病，症见倦怠乏力，自汗，口渴喜饮，心烦，溲赤，舌暗或有瘀斑，舌干少津，苔薄或花剥，脉细数。,中成药>>其他,24  月,国药准字Z20010173,,密封。,河北唐威药业有限公司【企业名称】河北唐威药业有限公司,偶有轻微胃肠不适。,餐前30分钟口服，轻型一次3粒，中、重型一次5粒，一日3次。或遵医嘱。,严重肾功能不全、糖尿病伴酮症酸中毒、昏迷、胰岛素依赖型糖尿病患者及孕妇禁用。,铝塑包装，每盒装3板，每板装20粒。,,,0.5g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,用药期间请注意监测血糖，并根据血糖调整用量。,,,河北唐威药业有限公司【企业名称】河北唐威药业有限公司,
medicine,520,天芪降糖胶囊,TianQiJiangTangJiaoNang,黄芪、天花粉、女贞子、石斛、人参、地骨皮、黄连（酒蒸）、山茱萸、墨旱莲、五倍子。,益气养阴、清热生津。用于2型糖尿病气阴两虚证，症见：倦怠乏力，口渴喜饮，五心烦热，自汗，盗汗，气短懒言，心悸失眠。,中成药>>内科用药>>扶正剂>>益气养阴,36个月。,国药准字Z20063799,,密闭，防潮。,黑龙江未名天人制药有限公司【企业名称】黑龙江未名天人制药有限公司,偶见胃脘不适。,口服。一次5粒，一日3次，8周为一疗程，或遵医嘱。,孕妇禁服。,铝塑包装，每盒45粒。,,,每粒装0.32g。,WS3-666(Z-186)-2008Z,,,定期复查血糖。,,,黑龙江未名天人制药有限公司【企业名称】黑龙江未名天人制药有限公司,
medicine,521,通脉降糖胶囊,TongMaiJiangTangJiaoNang,太子参、丹参、黄连、黄芪、绞股蓝、山药、苍术、玄参、水蛭、冬葵果?葛根。,养阴清热，清热活血。用于气阴两虚，脉络瘀阻所致的消渴病（糖尿病），证见：神疲乏力，肢麻疼痛，头晕耳鸣，自汗等?,中成药>>其他,18个月,国药准字 Z20026853,,密封?,保定天浩制药有限公司【企业名称】保定天浩制药有限公司,,口服。一次3粒，一日3次。,,铝塑板装，20粒板×3板盒?,,,每粒装0.4g,,,,,,,保定天浩制药有限公司【企业名称】保定天浩制药有限公司,
medicine,526,五黄养阴颗粒,WuHuangYangYinKeLi,黄连、红芪、地黄、姜黄、黄芩。,燥湿化痰、益气养阴。用于消渴病属痰湿内滞、气阴两虚症，症见口渴喜饮，多食善饥，尿频尿多，头身困重，呕恶痰涎，倦怠乏力，气短懒言，白汗盗汗，心悸失眠，体形肥胖，咽燥口干，心烦畏热，溲赤便秘等。(主要用于二型糖尿病的辅助治疗，起到降糖降脂的作用）,中成药>>其他,24 月,国药准字Z20120014,,密封。,重庆神奇药业股份有限公司【企业名称】重庆神奇药业股份有限公司,个别患者偶见口苦，胃痛，腹泻。,开水冲服。一次一袋，一日三次，疗程8周。,,每盒装18袋。,,,6g,,,,1.服药期间定期检测血糖、肝、肾功能。2.合理膳食和适度锻炼身体.3.对本品过敏或过敏体质者慎用。4.尚无研究数据支持本品可用于孕妇、哺乳期妇女，以及糖尿病痛症酸中毒及严重感染者。5.本品研究期间曾与磺脲类（格列本脲、格列齐特、格列吡嗪、格列喹酮格列美脲）、双胍类（盐酸二甲双胍）降糖等西药合用。6.有心血管病史及其疾病者服药期间定期检测相关指标。,,,重庆神奇药业股份有限公司【企业名称】重庆神奇药业股份有限公司,
medicine,535,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,消渴降糖成方(番石榴叶)番石榴叶。,生津止渴，甘平养胃，涩敛固阴。用于多饮，多尿，多食，消瘦体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。,中成药>>其他,36 个月,国药准字 Z20063378,,密封。,通化长城药业股份有限公司【企业名称】通化长城药业股份有限公司【地址】通化市玉泉路1166号【省份/国家】吉林省,,口服。一次 3-5 粒，一日 3 次。,忌饮酒；肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,铝塑泡罩包装，12 粒板*4 板盒。,,,每粒装 0.3 g（相当于原药材 3 g）。,,,,,,,,
medicine,536,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,番石榴叶。,生津止渴，甘平养胃，涩敛固阴。用于多饮，多尿，多食，消瘦，体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。,中成药>>其他,18 个月,国药准字 Z20093083,,密封。,,,口服.一次 3～5 粒，一日３次。,忌饮酒。肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,铝塑包装，每盒装 24 粒（36）粒。,,,每盒装 0.3 g（相当于原药材 3 g）,,,,,,,哈尔滨一洲制药有限公司【企业名称】哈尔滨一洲制药有限公司【地址】哈尔滨市香坊区学府路408号【邮编】150086【省份/国家】黑龙江【电话】0451-86624550全国免费咨询电话：800-8986650【传真】0451-86696388【主页】www.yuanda-group.com,
medicine,537,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,番石榴叶。,生津止渴，甘平养胃，涩敛固阴。用于多饮，多尿，多食，消瘦，体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。,中成药>>其他,暂定一年半,,,密封。,,,口服，一次3～5粒，一日3次。,,（1）塑料瓶装。每瓶装36粒。（2）泡罩包装。每板装12粒。,,,每粒装0.3g（相当于原药材3g）,,,,忌饮酒；肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,,,桂林三金药业股份有限公司【企业名称】桂林三金药业股份有限公司【地址】桂林市金星路1号【邮编】541004【省份/国家】广西省【电话】0773-5815858【传真】0773-5812416【主页】www.sanjin.com.cn,
medicine,538,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,消渴降糖成方(番石榴叶)番石榴叶,生津止渴，甘平养胃，涩敛固阴。用于多饮，多尿，多食，消瘦，体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。,中成药>>其他,暂定 18 个月,国药准字 Z20053930,,密封。,海外制药(镇赉)有限公司【企业名称】海外制药(镇赉)有限公司,,口服，一次 3～5 粒，一日 3 次。,忌饮酒；肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,铝塑板包装，12 粒 × 2 板盒。,,,每粒装 0.3 g（相当于原药材 3 g）,,,,,,,海外制药(镇赉)有限公司【企业名称】海外制药(镇赉)有限公司,
medicine,539,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,番石榴叶,生津止渴，甘平养胃。用于多饮，多尿，多食，消瘦，体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。,中成药>>其他,暂定18个月,国药准字Z20063824,,密封。,,,口服。一次3～5粒，一日3次。,1、忌饮酒。  2、肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,铝塑、纸盒包装，24粒盒,,,每粒装0.3g（相当于原药材3g）,,,,,,,贵州奥特药业有限公司【企业名称】贵州奥特药业有限公司【地址】贵州省凯里市环城西路92号【省份/国家】贵州省,
medicine,540,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,番石榴叶。,生津止渴，甘平养胃，涩敛固阴。用于多饮，多尿，多食，消瘦，体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。,中成药>>其他,18 个月,国药准字 Z20083260,,密封。,,,口服。一次 3～5 粒，一日 3 次。,,药品包装用铝箔、聚氯乙烯固体药用硬片包装，2 × 12 粒板/盒。,,,每粒装 0.3 g（相当于原药材 3 g）,,,,忌烟酒；肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,,,陕西步长制药有限公司【企业名称】陕西步长制药有限公司【地址】陕西省咸阳市渭阳西路西延段123号【邮编】712000【省份/国家】陕西省【电话】（029）33314300【传真】（029）33314350【电子邮件】kyb@buchang.com【主页】www.buchang.com【说明】（原咸阳步长制药有限公司）,
medicine,541,消渴降糖胶囊,XiaoKeJiangTangJiaoNang,番石榴叶。,"生津止渴，甘平养胃，涩敛固阴。用于多饮，多尿，多食,消瘦,体倦无力，尿糖及血糖升高之消渴症；轻度及中度成年型糖尿病。",中成药>>其他,18 个月。,国药准字 Z20093605,,密封，置阴凉干燥处。,陕西立众制药有限公司【企业名称】陕西立众制药有限公司,,口服，一次 3～5 粒，一日３次。,,12 粒板 × 2 板盒 × 240 盒件,,,0.3 g/粒,,,如与其他药物同时使用可能会发生药物相互作用，请详细咨询医师或药师。,忌饮酒。肝肾功能不全者、糖尿病并发酸中毒症和急性感染者禁用。,,,陕西立众制药有限公司【企业名称】陕西立众制药有限公司,
medicine,542,消渴降糖片,XiaoKeJiangTangPian,蔗鸡、黄精（制）、甜叶菊、桑椹、山药、天花粉、红参。,清热生津，益气养阴。用于糖尿病。,中成药>>其他,36个月,国药准字Z22023699,,密封。,北京亚东生物制药有限公司【企业名称】北京亚东生物制药有限公司【地址】北京市昌平区科技园区富康路16号【邮编】102200【省份/国家】北京【电话】010-82883298   400-6100-238投诉电话：010-51655858【传真】010-82884004【主页】www.bjyadong.com,,口服。一次6片，一日3次。,,铝塑包装，12片/板。,,,每片重0.41g。,《中华人民共和国卫生部药品标准》中药成方制剂第九册WS3-B-1816-94,,,,北京市中关村科技园区昌平园超前路37号,,北京亚东生物制药有限公司【企业名称】北京亚东生物制药有限公司【地址】北京市昌平区科技园区富康路16号【邮编】102200【省份/国家】北京【电话】010-82883298   400-6100-238投诉电话：010-51655858【传真】010-82884004【主页】www.bjyadong.com,
medicine,543,消渴降糖片,XiaoKeJiangTangPian,消渴降糖成方(黄精)蔗鸡、黄精（制）、甜叶菊、桑椹、山药、天花粉、红参。,清热生津，益气养阴。用于糖尿病。,中成药>>其他,36 个月,国药准字 Z22021679,,密封。,,,口服，一次 6 片，一日 3 次。,,铝塑包装；12 片板 × 4 板盒。,,,每片重 0.41g,,,,,,,吉林万通药业集团梅河药业股份有限公司【企业名称】吉林万通药业集团梅河药业股份有限公司【地址】吉林省梅河口市万通路666号【邮编】135027【省份/国家】吉林省【电话】0435-4893001【传真】0435-4891299,
